time s,power mW
1774051184.4300869,5.609756097560975
1774051184.4313629,6.341463414634146
1774051184.4326282,6.097560975609755
1774051184.4338958,6.097560975609755
1774051184.4351604,5.609756097560975
1774051184.436423,5.609756097560975
1774051184.4376864,5.609756097560975
1774051184.4389484,6.341463414634146
1774051184.4402192,6.097560975609755
1774051184.4414825,5.609756097560975
1774051184.4427493,5.609756097560975
1774051184.4440143,6.341463414634146
1774051184.4452782,6.097560975609755
1774051184.4465415,5.609756097560975
1774051184.4478278,6.829268292682926
1774051184.4490936,5.609756097560975
1774051184.4503627,5.609756097560975
1774051184.4516273,6.341463414634146
1774051184.4539828,3.6585365853658534
1774051184.4553049,5.121951219512194
1774051184.4565773,6.341463414634146
1774051184.4578478,5.609756097560975
1774051184.4591603,5.609756097560975
1774051184.4604306,6.097560975609755
1774051184.4616957,6.097560975609755
1774051184.4629583,6.341463414634146
1774051184.4642396,6.341463414634146
1774051184.4655051,5.609756097560975
1774051184.4667733,5.609756097560975
1774051184.4680376,6.341463414634146
1774051184.4692974,6.097560975609755
1774051184.4705586,5.609756097560975
1774051184.4718244,6.341463414634146
1774051184.473089,6.097560975609755
1774051184.4743495,6.097560975609755
1774051184.4756076,6.097560975609755
1774051184.4768684,5.609756097560975
1774051184.4781291,6.097560975609755
1774051184.4793906,6.341463414634146
1774051184.4806519,6.341463414634146
1774051184.481915,5.609756097560975
1774051184.483178,6.097560975609755
1774051184.484438,6.341463414634146
1774051184.4856992,6.097560975609755
1774051184.486961,6.097560975609755
1774051184.4882305,6.341463414634146
1774051184.489495,5.609756097560975
1774051184.4907637,6.097560975609755
1774051184.4920268,6.097560975609755
1774051184.4933002,6.097560975609755
1774051184.494576,5.121951219512194
1774051184.495841,6.829268292682926
1774051184.497106,5.609756097560975
1774051184.4983647,6.341463414634146
1774051184.4996264,5.609756097560975
1774051184.5008874,5.609756097560975
1774051184.502149,6.097560975609755
1774051184.5034149,6.341463414634146
1774051184.5046785,6.097560975609755
1774051184.5059435,5.609756097560975
1774051184.5072129,6.097560975609755
1774051184.5084763,6.341463414634146
1774051184.50974,6.097560975609755
1774051184.5110025,5.609756097560975
1774051184.5122714,6.829268292682926
1774051184.513537,5.609756097560975
1774051184.5148036,5.609756097560975
1774051184.5160675,6.097560975609755
1774051184.5173285,5.609756097560975
1774051184.5185938,5.609756097560975
1774051184.5198588,6.829268292682926
1774051184.5211205,6.097560975609755
1774051184.5223937,5.609756097560975
1774051184.5236607,5.609756097560975
1774051184.524923,5.609756097560975
1774051184.5261874,6.097560975609755
1774051184.5274537,6.341463414634146
1774051184.5287192,6.097560975609755
1774051184.5308263,6.341463414634146
1774051184.5321188,6.341463414634146
1774051184.533393,5.609756097560975
1774051184.5346565,6.341463414634146
1774051184.5359232,5.609756097560975
1774051184.5371883,5.609756097560975
1774051184.5384994,6.341463414634146
1774051184.539773,6.097560975609755
1774051184.542027,6.829268292682926
1774051184.5435636,5.609756097560975
1774051184.544892,5.609756097560975
1774051184.5463047,6.341463414634146
1774051184.5476863,5.121951219512194
1774051184.548974,5.121951219512194
1774051184.5502675,6.097560975609755
1774051184.5515597,6.341463414634146
1774051184.553638,6.097560975609755
1774051184.5549312,6.341463414634146
1774051184.5563004,5.121951219512194
1774051184.5576239,5.609756097560975
1774051184.558907,5.609756097560975
1774051184.560341,6.097560975609755
1774051184.5622976,6.097560975609755
1774051184.5655005,6.097560975609755
1774051184.5677717,5.121951219512194
1774051184.5700722,5.121951219512194
1774051184.57233,6.341463414634146
1774051184.5745218,6.341463414634146
1774051184.5770767,5.121951219512194
1774051184.5792575,3.9024390243902434
1774051184.5814419,3.9024390243902434
1774051184.5836124,3.6585365853658534
1774051184.585507,4.878048780487804
1774051184.5882518,6.097560975609755
1774051184.5901208,3.9024390243902434
1774051184.5919752,4.878048780487804
1774051184.593646,6.829268292682926
1774051184.5951047,4.878048780487804
1774051184.5971375,6.829268292682926
1774051184.5997207,5.609756097560975
1774051184.601789,5.609756097560975
1774051184.6044626,4.878048780487804
1774051184.6063375,3.6585365853658534
1774051184.6082668,6.097560975609755
1774051184.6110475,6.097560975609755
1774051184.6128774,3.6585365853658534
1774051184.6148636,6.341463414634146
1774051184.6166515,6.829268292682926
1774051184.61847,4.390243902439024
1774051184.6220043,5.121951219512194
1774051184.6255054,5.609756097560975
1774051184.628809,5.609756097560975
1774051184.6321197,6.341463414634146
1774051184.6357741,3.6585365853658534
1774051184.6410265,5.609756097560975
1774051184.644414,4.878048780487804
1774051184.6478958,3.170731707317073
1774051184.6497304,4.390243902439024
1774051184.6511557,6.341463414634146
1774051184.652577,5.609756097560975
1774051184.6539946,5.121951219512194
1774051184.6554022,6.097560975609755
1774051184.6579297,6.341463414634146
1774051184.6596894,4.878048780487804
1774051184.6615505,6.097560975609755
1774051184.6634316,4.878048780487804
1774051184.665283,3.9024390243902434
1774051184.6671214,6.341463414634146
1774051184.6696324,5.609756097560975
1774051184.6809263,6.097560975609755
1774051184.6823256,4.878048780487804
1774051184.6835938,6.097560975609755
1774051184.684853,6.341463414634146
1774051184.686113,6.097560975609755
1774051184.6873755,5.609756097560975
1774051184.6886384,6.097560975609755
1774051184.6899238,6.097560975609755
1774051184.691965,6.097560975609755
1774051184.6932282,6.097560975609755
1774051184.6945343,5.609756097560975
1774051184.6958294,6.341463414634146
1774051184.6970983,5.609756097560975
1774051184.6983626,5.609756097560975
1774051184.6996267,6.829268292682926
1774051184.7008898,6.097560975609755
1774051184.7029936,6.097560975609755
1774051184.7042615,5.609756097560975
1774051184.705529,6.829268292682926
1774051184.7068021,6.097560975609755
1774051184.7080681,5.609756097560975
1774051184.7093308,5.609756097560975
1774051184.710595,5.609756097560975
1774051184.7118602,5.609756097560975
1774051184.7140043,6.097560975609755
1774051184.7152698,6.097560975609755
1774051184.7165344,6.341463414634146
1774051184.7177966,6.097560975609755
1774051184.7190943,6.097560975609755
1774051184.7203581,6.341463414634146
1774051184.7216227,6.097560975609755
1774051184.722885,5.609756097560975
1774051184.725004,6.097560975609755
1774051184.7262714,6.341463414634146
1774051184.7275324,6.097560975609755
1774051184.7288308,5.609756097560975
1774051184.7300959,5.609756097560975
1774051184.7313635,5.609756097560975
1774051184.7326255,6.097560975609755
1774051184.7338915,6.341463414634146
1774051184.7359939,6.341463414634146
1774051184.7372684,6.341463414634146
1774051184.7385387,6.097560975609755
1774051184.7398057,6.097560975609755
1774051184.7410698,6.341463414634146
1774051184.7423334,6.097560975609755
1774051184.7436004,6.097560975609755
1774051184.7448673,6.829268292682926
1774051184.747015,6.341463414634146
1774051184.7482889,6.097560975609755
1774051184.7495503,5.609756097560975
1774051184.750821,5.609756097560975
1774051184.752082,6.097560975609755
1774051184.7533445,6.097560975609755
1774051184.7546077,6.341463414634146
1774051184.7558718,6.341463414634146
1774051184.7579544,6.097560975609755
1774051184.759225,6.829268292682926
1774051184.7604887,6.097560975609755
1774051184.7617598,5.609756097560975
1774051184.763062,5.121951219512194
1774051184.7643433,5.609756097560975
1774051184.765616,6.341463414634146
1774051184.7668827,6.097560975609755
1774051184.768955,6.097560975609755
1774051184.7702284,6.341463414634146
1774051184.7714927,6.097560975609755
1774051184.772758,6.097560975609755
1774051184.774026,6.097560975609755
1774051184.775294,5.609756097560975
1774051184.7765555,6.829268292682926
1774051184.7778275,6.097560975609755
1774051184.7799509,6.341463414634146
1774051184.7812283,6.097560975609755
1774051184.782521,6.097560975609755
1774051184.783792,5.609756097560975
1774051184.7850585,6.097560975609755
1774051184.786328,6.829268292682926
1774051184.7875922,6.097560975609755
1774051184.788856,6.097560975609755
1774051184.7909563,6.829268292682926
1774051184.792226,6.341463414634146
1774051184.7934897,6.097560975609755
1774051184.7947595,5.609756097560975
1774051184.7960231,5.609756097560975
1774051184.797288,6.341463414634146
1774051184.7985485,6.341463414634146
1774051184.7998142,5.609756097560975
1774051184.8019571,6.341463414634146
1774051184.803226,6.341463414634146
1774051184.8044877,6.829268292682926
1774051184.8057566,5.609756097560975
1774051184.8070655,5.609756097560975
1774051184.8083332,6.829268292682926
1774051184.8096008,5.609756097560975
1774051184.8108668,5.609756097560975
1774051184.812955,5.609756097560975
1774051184.8142233,5.609756097560975
1774051184.8154902,5.609756097560975
1774051184.816779,6.097560975609755
1774051184.818045,6.829268292682926
1774051184.8193057,5.609756097560975
1774051184.8205702,6.097560975609755
1774051184.821833,5.609756097560975
1774051184.8239524,5.609756097560975
1774051184.8252232,6.097560975609755
1774051184.8265114,6.097560975609755
1774051184.8277729,6.097560975609755
1774051184.829035,6.829268292682926
1774051184.830302,6.097560975609755
1774051184.8315644,5.609756097560975
1774051184.8328285,6.097560975609755
1774051184.8349497,6.097560975609755
1774051184.8362186,6.097560975609755
1774051184.8374815,5.609756097560975
1774051184.8387468,6.097560975609755
1774051184.8400161,6.097560975609755
1774051184.8412821,6.097560975609755
1774051184.842544,5.609756097560975
1774051184.8438113,6.341463414634146
1774051184.8459432,5.609756097560975
1774051184.8472137,6.097560975609755
1774051184.8484783,5.609756097560975
1774051184.8497434,6.829268292682926
1774051184.8510096,6.097560975609755
1774051184.8522766,5.609756097560975
1774051184.8535383,5.609756097560975
1774051184.854808,5.609756097560975
1774051184.8569407,6.097560975609755
1774051184.8593142,3.6585365853658534
1774051184.8606443,5.609756097560975
1774051184.861921,6.097560975609755
1774051184.8632202,5.609756097560975
1774051184.864487,5.609756097560975
1774051184.8657508,5.609756097560975
1774051184.8670235,6.097560975609755
1774051184.8690794,5.609756097560975
1774051184.8703437,5.609756097560975
1774051184.8716097,6.829268292682926
1774051184.8728836,6.097560975609755
1774051184.8741472,6.097560975609755
1774051184.8754091,6.097560975609755
1774051184.8766737,5.609756097560975
1774051184.8779404,6.097560975609755
1774051184.8800952,6.341463414634146
1774051184.8813763,6.341463414634146
1774051184.882639,6.097560975609755
1774051184.8838987,5.121951219512194
1774051184.8851626,6.097560975609755
1774051184.8864634,6.097560975609755
1774051184.887726,5.609756097560975
1774051184.8889873,6.341463414634146
1774051184.8910928,5.609756097560975
1774051184.8923614,6.829268292682926
1774051184.8936229,5.609756097560975
1774051184.8948855,5.609756097560975
1774051184.8961473,6.097560975609755
1774051184.8974159,6.097560975609755
1774051184.8986895,6.097560975609755
1774051184.8999658,6.829268292682926
1774051184.9020975,6.341463414634146
1774051184.903364,6.341463414634146
1774051184.9046319,5.609756097560975
1774051184.905901,5.609756097560975
1774051184.9071643,6.341463414634146
1774051184.908438,5.609756097560975
1774051184.9097023,6.097560975609755
1774051184.9109693,6.341463414634146
1774051184.9130967,6.829268292682926
1774051184.9143665,6.097560975609755
1774051184.9156303,6.097560975609755
1774051184.9168947,5.609756097560975
1774051184.918159,5.609756097560975
1774051184.9194264,6.097560975609755
1774051184.920693,6.341463414634146
1774051184.9219613,6.097560975609755
1774051184.9240801,6.097560975609755
1774051184.9253366,6.097560975609755
1774051184.926606,5.609756097560975
1774051184.9278681,6.341463414634146
1774051184.929136,5.609756097560975
1774051184.930399,5.121951219512194
1774051184.9316647,6.829268292682926
1774051184.9329274,6.097560975609755
1774051184.9350991,6.829268292682926
1774051184.936368,5.609756097560975
1774051184.937634,5.609756097560975
1774051184.9388967,5.609756097560975
1774051184.9401577,6.097560975609755
1774051184.9414244,6.341463414634146
1774051184.9426858,6.341463414634146
1774051184.9439507,5.609756097560975
1774051184.9460988,6.341463414634146
1774051184.9473677,5.609756097560975
1774051184.9486299,6.341463414634146
1774051184.949896,6.097560975609755
1774051184.9511619,5.609756097560975
1774051184.9524536,6.341463414634146
1774051184.9537168,6.097560975609755
1774051184.9549801,6.097560975609755
1774051184.9570909,6.097560975609755
1774051184.9586732,4.878048780487804
1774051184.959951,5.609756097560975
1774051184.9612195,6.341463414634146
1774051184.962515,6.097560975609755
1774051184.9637802,5.121951219512194
1774051184.9650424,6.341463414634146
1774051184.9663148,5.609756097560975
1774051184.9683676,6.341463414634146
1774051184.9696345,5.609756097560975
1774051184.9708965,6.097560975609755
1774051184.9721613,6.341463414634146
1774051184.9734259,5.609756097560975
1774051184.9746861,6.097560975609755
1774051184.9759517,6.341463414634146
1774051184.9772139,5.609756097560975
1774051184.9792964,6.341463414634146
1774051184.98057,5.609756097560975
1774051184.9818351,6.341463414634146
1774051184.9831233,6.341463414634146
1774051184.9844124,6.097560975609755
1774051184.9856753,5.609756097560975
1774051184.9869387,6.341463414634146
1774051184.988206,5.609756097560975
1774051184.9902978,6.341463414634146
1774051184.9915643,5.609756097560975
1774051184.9928305,6.829268292682926
1774051184.9941008,6.341463414634146
1774051184.9953659,6.097560975609755
1774051184.9966307,5.609756097560975
1774051184.9978976,6.097560975609755
1774051184.9991648,6.097560975609755
1774051185.001293,6.097560975609755
1774051185.002568,6.097560975609755
1774051185.0038314,6.341463414634146
1774051185.0050933,5.609756097560975
1774051185.0063558,5.609756097560975
1774051185.007623,6.097560975609755
1774051185.0088863,6.097560975609755
1774051185.0101535,5.121951219512194
1774051185.012283,5.609756097560975
1774051185.0135496,6.341463414634146
1774051185.0148177,6.341463414634146
1774051185.016078,6.097560975609755
1774051185.017342,5.609756097560975
1774051185.0186112,6.097560975609755
1774051185.0198762,6.097560975609755
1774051185.0211396,5.609756097560975
1774051185.0232773,5.609756097560975
1774051185.0245528,6.829268292682926
1774051185.0258174,6.097560975609755
1774051185.0271065,5.609756097560975
1774051185.0283678,6.097560975609755
1774051185.0296335,5.609756097560975
1774051185.0308995,5.609756097560975
1774051185.0321636,6.829268292682926
1774051185.0342658,6.097560975609755
1774051185.035533,6.829268292682926
1774051185.0378947,5.121951219512194
1774051185.039231,4.878048780487804
1774051185.0405073,6.097560975609755
1774051185.0417776,5.609756097560975
1774051185.0430768,6.341463414634146
1774051185.0443528,6.097560975609755
1774051185.0464325,6.341463414634146
1774051185.047704,5.609756097560975
1774051185.048971,6.097560975609755
1774051185.0502326,6.341463414634146
1774051185.0514975,5.609756097560975
1774051185.052759,5.609756097560975
1774051185.0540237,6.829268292682926
1774051185.0552824,6.097560975609755
1774051185.057417,6.097560975609755
1774051185.058689,5.609756097560975
1774051185.0599551,5.609756097560975
1774051185.0612206,5.609756097560975
1774051185.0625339,6.097560975609755
1774051185.0638072,6.341463414634146
1774051185.065073,6.097560975609755
1774051185.0663352,5.121951219512194
1774051185.0684345,6.341463414634146
1774051185.069698,6.097560975609755
1774051185.07096,6.341463414634146
1774051185.072223,5.609756097560975
1774051185.0734847,5.609756097560975
1774051185.0747535,6.341463414634146
1774051185.076018,6.097560975609755
1774051185.077279,5.609756097560975
1774051185.0794384,6.097560975609755
1774051185.080702,5.609756097560975
1774051185.081968,6.341463414634146
1774051185.0832398,6.097560975609755
1774051185.0845072,6.097560975609755
1774051185.0857804,6.341463414634146
1774051185.0870705,5.609756097560975
1774051185.0883338,5.609756097560975
1774051185.090469,5.121951219512194
1774051185.0917375,6.097560975609755
1774051185.0930023,6.097560975609755
1774051185.0942671,5.609756097560975
1774051185.0955331,6.341463414634146
1774051185.0968006,6.097560975609755
1774051185.098067,5.609756097560975
1774051185.0993283,5.609756097560975
1774051185.1014407,5.609756097560975
1774051185.1027071,6.341463414634146
1774051185.103976,5.609756097560975
1774051185.105243,6.097560975609755
1774051185.106534,6.341463414634146
1774051185.1078057,5.609756097560975
1774051185.1090717,5.609756097560975
1774051185.1103365,6.341463414634146
1774051185.1124413,6.097560975609755
1774051185.113703,6.097560975609755
1774051185.1149778,6.097560975609755
1774051185.116243,6.341463414634146
1774051185.117506,6.097560975609755
1774051185.1187744,6.097560975609755
1774051185.1200366,5.609756097560975
1774051185.1212993,6.097560975609755
1774051185.1234488,5.609756097560975
1774051185.1247106,6.097560975609755
1774051185.1259787,5.609756097560975
1774051185.1272416,6.341463414634146
1774051185.1285083,5.609756097560975
1774051185.1297715,6.097560975609755
1774051185.1310732,6.341463414634146
1774051185.1323366,6.097560975609755
1774051185.1344779,6.341463414634146
1774051185.1357694,5.609756097560975
1774051185.1370325,6.829268292682926
1774051185.1382942,6.097560975609755
1774051185.139558,6.097560975609755
1774051185.1408176,5.609756097560975
1774051185.142079,5.609756097560975
1774051185.1433392,6.097560975609755
1774051185.145448,6.341463414634146
1774051185.146706,5.609756097560975
1774051185.147968,6.829268292682926
1774051185.1492314,6.097560975609755
1774051185.1505203,6.097560975609755
1774051185.1517901,6.097560975609755
1774051185.1530552,5.609756097560975
1774051185.1543188,5.609756097560975
1774051185.1564486,6.097560975609755
1774051185.1577144,6.341463414634146
1774051185.158983,6.341463414634146
1774051185.1602483,5.609756097560975
1774051185.1615143,5.609756097560975
1774051185.1627865,6.341463414634146
1774051185.1640487,6.097560975609755
1774051185.1653113,5.609756097560975
1774051185.1674407,5.609756097560975
1774051185.1687055,6.829268292682926
1774051185.1699705,6.097560975609755
1774051185.1712267,6.097560975609755
1774051185.1726599,5.609756097560975
1774051185.1740017,4.390243902439024
1774051185.1752737,6.829268292682926
1774051185.176542,6.097560975609755
1774051185.178606,6.341463414634146
1774051185.1798701,5.609756097560975
1774051185.181134,5.609756097560975
1774051185.1824336,6.341463414634146
1774051185.1836975,6.097560975609755
1774051185.1849616,5.609756097560975
1774051185.1862261,6.341463414634146
1774051185.1874862,5.609756097560975
1774051185.1896193,6.341463414634146
1774051185.1908836,5.609756097560975
1774051185.1921477,5.609756097560975
1774051185.193412,5.609756097560975
1774051185.1946762,5.609756097560975
1774051185.1959426,6.341463414634146
1774051185.197205,6.341463414634146
1774051185.1984842,5.609756097560975
1774051185.200625,6.341463414634146
1774051185.20191,5.609756097560975
1774051185.2031794,6.341463414634146
1774051185.2044399,5.609756097560975
1774051185.2057023,5.609756097560975
1774051185.206967,6.829268292682926
1774051185.208234,6.097560975609755
1774051185.2094982,6.097560975609755
1774051185.2116294,6.341463414634146
